-17.749,-12.7085
-20.6804,-11.7085
-19.6804,-10.7085
-18.6804,-9.70849
-17.6804,-8.70849
-16.6804,-7.70849
-17.2586,-6.70849
-20.9393,-5.70849
-19.9393,-4.70849
-18.9393,-5.07498
-17.9393,-7.67751
-16.9393,-6.67751
-15.9393,-5.67751
-14.9393,-4.67751
-20.8784,-7.84318
-19.8784,-6.84318
-18.8784,-5.84318
-17.8784,-4.84318
-16.8784,-3.84318
-21.0928,-8.52249
-20.0928,-7.52249
-19.0928,-6.52249
-18.0928,-5.52249
-17.0928,-4.52249
-16.0928,-3.52249
-17.782,-2.52249
-16.782,-1.52249
-15.782,-9.64725
-20.9522,-8.64725
-19.9522,-7.64725
-18.9522,-6.64725
-17.9522,-5.64725
-16.9522,-6.1439
-15.9522,-5.1439
-14.9522,-8.18199
-13.9522,-7.18199
-15.0653,-6.5112
-14.0653,-5.5112
-24.3848,-4.5112
-23.3848,-3.5112
-22.3848,-8.53419
-21.3848,-7.53419
-20.3848,-6.53419
-19.3848,-5.53419
-18.3848,-4.53419
-17.3848,-11.5509
-21.4025,-10.5509
-20.4025,-9.55087
-19.4025,-8.55087
-18.4025,-7.55087
-17.4025,-6.55087
-16.4025,-5.55087
-15.4025,-6.93515
-14.4025,-5.93515
-20.8232,-4.93515
-24.2466,-3.93515
-23.2466,-2.93515
-22.2466,-6.61333
-21.2466,-5.61333
-20.2466,-6.74605
-19.2466,-6.93575
-18.2466,-5.93575
-18.5816,-4.93575
-17.5816,-3.93575
-16.5816,-2.93575
-16.9268,-6.09428
-15.9268,-5.09428
-15.3306,-7.16592
-18.9745,-6.16592
-22.169,-5.16592
-21.169,-7.55198
-20.169,-8.78785
-19.169,-7.78785
-18.169,-6.78785
-17.169,-5.78785
-18.4982,-6.23279
-19.994,-5.23279
-20.4132,-4.23279
-19.4132,-9.85572
-18.4132,-8.85572
-17.4132,-7.85572
-16.4132,-6.85572
-21.2762,-5.85572
-20.2762,-7.87906
-19.2762,-6.87906
-18.2762,-5.87906
-17.2762,-4.87906
-16.695,-7.66456
-15.695,-6.66456
-14.695,-5.66456
-21.215,-4.66456
-20.215,-7.9669
-19.215,-6.9669
-18.215,-5.9669
-17.215,-9.3551
-16.215,-8.3551
-17.2425,-7.3551
-16.2425,-6.3551
-23.4815,-5.3551
-22.4815,-4.3551
-21.4815,-3.3551
-20.4815,-9.69716
-19.4815,-8.69716
-18.591,-7.69716
-17.591,-6.69716
-16.591,-5.69716
-15.591,-4.69716
-14.591,-4.98563
-22.4098,-6.83447
-21.4098,-5.83447
-20.4098,-4.83447
-19.4098,-6.96588
-18.4098,-5.96588
-18.4118,-4.96588
-17.4118,-3.96588
-16.4118,-8.44873
-15.4118,-9.91741
-20.2627,-8.91741
-19.2627,-7.91741
-18.2627,-6.91741
-18.9248,-5.91741
-17.9248,-4.91741
-16.9248,-6.68505
-15.9248,-5.68505
-14.9248,-5.76404
-25.3945,-7.29389
-24.3945,-6.29389
-23.3945,-5.29389
-22.3945,-9.28697
-21.3945,-8.28697
-20.3945,-7.28697
-19.3945,-6.52696
-18.3945,-5.52696
-17.3945,-4.52696
-16.3945,-3.52696
-19.0495,-2.52696
-18.0495,-1.52696
-20.9547,-7.73475
-19.9547,-6.73475
-18.9547,-5.73475
-17.9547,-4.73475
-16.9547,-10.0261
-15.9547,-9.02613
-14.9547,-8.02613
-13.9547,-7.02613
-21.8119,-6.02613
-20.8119,-9.27498
-19.8119,-8.27498
-18.8119,-7.27498
-20.144,-6.27498
-19.144,-6.97689
-18.144,-5.97689
-17.144,-4.97689
-16.144,-6.03884
-15.144,-5.03884
-21.864,-4.03884
-20.864,-4.85048
-19.864,-10.7039
-18.864,-9.70392
-17.864,-8.70392
-16.864,-7.70392
-15.864,-6.70392
-15.8619,-5.70392
-14.8619,-7.78956
-13.8619,-8.13024
-22.1765,-7.13024
-21.1765,-6.13024
-20.1765,-5.90552
-19.1765,-4.90552
-18.1765,-8.69099
-19.9747,-7.69099
-18.9747,-6.69099
-17.9747,-5.69099
-16.9747,-5.53034
-15.9747,-4.53034
-14.9747,-3.53034
-17.1189,-2.53034
-16.1189,-1.53034
-17.8455,-1.45955
-16.8455,-5.60564
-15.8455,-12.358
-23.2653,-11.358
-22.2653,-10.358
-21.2653,-9.35799
-20.2653,-8.35799
-19.2653,-7.35799
-18.2653,-6.35799
-17.2653,-5.35799
-16.2653,-4.35799
-15.2653,-5.67916
-16.4956,-4.67916
-20.2538,-3.67916
-21.7101,-2.67916
-20.7101,-2.7779
-19.7101,-11.2722
-18.7101,-10.2722
-17.7101,-9.27215
-21.1252,-8.27215
-20.1252,-7.27215
-19.1252,-6.27215
