-0.351712,1.23454
-11.7469,-0.256446
-22.5546,0.743554
-21.5546,1.74355
-20.5546,2.74355
-19.5546,3.74355
-18.5546,4.74355
-17.5546,5.74355
-16.5546,6.74355
-15.5546,7.74355
-14.5546,8.74355
-13.5546,9.74355
-12.5546,10.7436
-11.5546,8.93137
-10.5546,8.66987
-10.9266,9.66987
-9.92662,10.6699
-8.92662,8.87826
-7.92662,8.20531
-6.92662,9.20531
-5.92662,10.2053
-4.92662,8.01093
-7.91171,9.01093
-14.8252,7.37863
-13.8252,8.37863
-12.8252,8.41312
-11.8252,6.05928
-10.8252,7.05928
-9.82518,8.05928
-8.82518,9.05928
-7.82518,5.64493
-8.7268,6.64493
-7.7268,7.64493
-6.7268,8.64493
-8.8606,9.64493
-7.8606,10.6449
-6.8606,6.80201
-5.8606,5.13824
-10.5922,2.69257
-9.67979,3.69257
-8.67979,4.69257
-7.81175,5.69257
-12.3842,6.69257
-11.3842,7.69257
-10.3842,6.35566
-9.38418,7.35566
-8.38418,1.89488
-7.38418,2.89488
-6.38418,3.89488
-6.97654,4.89488
-5.97654,5.89488
-10.4575,6.89488
-9.4575,7.89488
-8.4575,8.89488
-7.4575,5.79763
-12.5887,6.79763
-11.5887,7.79763
-10.5887,8.79763
-9.58867,7.59145
-8.58867,3.31078
-7.58867,4.31078
-6.58867,5.31078
-12.5677,6.31078
-11.5677,7.31078
-10.5677,5.20303
-12.3278,2.13665
-11.3278,3.13665
-10.3278,4.13665
-14.0693,5.13665
-13.0693,6.13665
-12.0693,4.92848
-11.0693,5.92848
-10.0693,6.27021
-9.06931,7.27021
-8.06931,8.27021
-7.06931,8.97417
-7.30118,4.48842
-6.30118,5.48842
-5.30118,6.48842
-6.32231,4.55669
-5.43894,5.55669
-10.0751,3.52872
-9.07508,4.52872
-19.1455,5.52872
-25.8294,6.51037
-24.8294,7.51037
-23.8294,3.33312
-22.8294,3.30731
-21.8294,4.30731
-20.8294,2.49297
-19.8294,3.49297
-18.8294,4.49297
-17.8294,5.49297
-16.8294,6.49297
-15.8294,7.49297
-14.8294,1.54895
-13.8294,2.54895
-12.8294,3.54895
-11.8294,4.54895
-10.8294,1.54694
-9.82942,2.54694
-8.82942,3.54694
-7.82942,4.54694
-14.3094,5.54694
-13.3094,6.54694
-12.3094,7.54694
-11.3094,8.54694
-10.3094,9.54694
-9.92293,7.5482
-8.92293,8.05571
-7.92293,9.05571
-14.3814,10.0557
-13.3814,11.0557
-15.8109,6.47226
-15.5512,5.66734
-14.5512,6.66734
-13.5512,7.66734
-12.5512,4.89369
-11.5512,5.89369
-10.5512,6.89369
-9.55119,7.85243
-13.7981,8.85243
-15.7469,5.22949
-14.7469,1.42971
-13.7469,2.42971
-12.7469,3.42971
-11.7469,4.42971
-10.7469,5.42971
-9.74691,5.864
-8.74691,2.11378
-7.74691,3.11378
-7.85192,4.11378
-6.86217,5.11378
-15.4932,6.11378
-14.4932,3.49436
-13.4932,4.49436
-12.4932,5.49436
-11.4932,6.49436
-10.4932,5.62836
-15.8297,5.74938
-14.8297,6.74938
-13.8297,7.74938
-12.8297,8.74938
-11.8297,9.74938
-14.8929,6.69634
-13.8929,7.69634
-12.8929,8.44
-11.8929,7.77222
-10.8929,7.52422
-9.89291,8.52422
-8.89291,9.52422
-7.89291,10.5242
-6.89291,8.77294
-5.89291,9.77294
-8.25554,3.23752
-11.3198,3.43784
-10.3198,4.43784
-9.31979,5.43784
-8.31979,6.43784
-7.31979,5.72534
-14.4042,6.72534
-13.4042,5.94747
-12.4042,6.94747
-11.4042,7.94747
-10.4042,8.94747
-9.40418,9.94747
-10.5674,5.19134
-9.5674,6.19134
-8.5674,7.19134
-7.5674,4.79431
-6.5674,5.79431
-10.4938,4.70356
-9.49377,5.70356
-8.49377,6.70356
-7.49377,7.70356
-6.49377,8.70356
-5.49377,7.22399
-11.2173,8.22399
-10.2173,3.55629
-9.21732,4.55629
-8.21732,5.55629
-7.21732,6.55629
-6.21732,6.92716
-11.51,4.67521
-10.51,5.67521
-9.50999,6.67521
-8.50999,1.25896
-7.50999,2.25896
-6.50999,3.25896
-5.50999,1.90632
-6.23331,2.90632
-7.39375,3.90632
-6.39375,4.90632
-5.39375,5.90632
-4.39375,6.90632
-3.39375,7.90632
-10.5976,8.90632
-12.7018,9.53935
-11.7018,8.35925
-10.7018,2.59796
